datetime,temp,humidity,pressure,wind_speed,wind_deg,clouds,pm10,pm2_5,co,no2,so2,o3,aqi,unix_time,hour,day,month,weekday,aqi_lag_1,aqi_lag_3,aqi_lag_6,aqi_lag_24,target
2025-08-01 00:00:00,26.5,90.7,1000.2,10.1,250.3,95.0,45.8,19.7,174.0,8.4,8.7,45.0,80.8,1754006400,0,1,8,4,80.8,80.8,80.8,80.8,80.3
2025-08-01 01:00:00,27.0,91.8,999.9,11.0,251.9,75.0,45.2,19.3,217.0,9.0,9.4,46.0,80.3,1754010000,1,1,8,4,80.8,80.8,80.8,80.8,79.8
2025-08-01 02:00:00,27.4,88.6,1000.8,13.3,249.4,23.0,51.0,20.3,277.0,9.8,10.4,48.0,79.8,1754013600,2,1,8,4,80.3,80.8,80.8,80.8,79.3
2025-08-01 03:00:00,28.5,75.1,1001.3,14.2,244.4,47.0,54.1,20.5,312.0,9.9,11.3,51.0,79.3,1754017200,3,1,8,4,79.8,80.8,80.8,80.8,78.6
2025-08-01 04:00:00,29.0,73.1,1001.6,13.9,236.1,99.0,64.7,21.8,295.0,8.6,12.0,58.0,78.6,1754020800,4,1,8,4,79.3,80.3,80.8,80.8,78.0
2025-08-01 05:00:00,29.5,70.4,1001.8,16.4,230.4,88.0,69.2,23.1,253.0,6.6,12.6,66.0,78.0,1754024400,5,1,8,4,78.6,79.8,80.8,80.8,77.4
2025-08-01 06:00:00,29.6,70.4,1002.0,18.2,227.8,65.0,67.5,23.1,220.0,5.0,12.9,73.0,77.4,1754028000,6,1,8,4,78.0,79.3,80.8,80.8,76.7
2025-08-01 07:00:00,29.9,70.3,1002.1,19.3,229.9,38.0,68.0,23.6,209.0,4.2,12.6,76.0,76.7,1754031600,7,1,8,4,77.4,78.6,80.3,80.8,76.2
2025-08-01 08:00:00,30.6,66.5,1001.5,17.9,230.7,53.0,64.0,23.1,208.0,3.9,11.8,78.0,76.2,1754035200,8,1,8,4,76.7,78.0,79.8,80.8,75.5
2025-08-01 09:00:00,30.6,65.7,1000.8,17.2,232.7,44.0,62.6,22.7,215.0,4.0,11.3,77.0,75.5,1754038800,9,1,8,4,76.2,77.4,79.3,80.8,75.0
2025-08-01 10:00:00,30.5,65.9,1000.6,17.6,230.0,34.0,58.6,21.9,234.0,4.4,11.1,74.0,75.0,1754042400,10,1,8,4,75.5,76.7,78.6,80.8,74.6
2025-08-01 11:00:00,30.0,68.4,1000.2,17.2,224.6,44.0,57.3,21.3,262.0,5.3,11.1,68.0,74.6,1754046000,11,1,8,4,75.0,76.2,78.0,80.8,74.2
2025-08-01 12:00:00,29.6,71.1,1000.1,16.8,230.7,33.0,72.6,25.5,282.0,7.0,11.7,63.0,74.2,1754049600,12,1,8,4,74.6,75.5,77.4,80.8,74.0
2025-08-01 13:00:00,29.0,76.7,1000.7,16.1,222.3,83.0,83.8,28.1,290.0,11.0,11.8,56.0,74.0,1754053200,13,1,8,4,74.2,75.0,76.7,80.8,74.1
2025-08-01 14:00:00,28.5,79.5,1001.1,13.8,227.1,52.0,69.6,25.8,291.0,16.6,12.0,45.0,74.1,1754056800,14,1,8,4,74.0,74.6,76.2,80.8,73.6
2025-08-01 15:00:00,28.1,81.8,1001.7,14.1,224.5,89.0,58.2,25.1,288.0,20.5,12.1,38.0,73.6,1754060400,15,1,8,4,74.1,74.2,75.5,80.8,73.5
2025-08-01 16:00:00,27.7,85.0,1002.4,13.4,226.6,100.0,58.4,25.4,285.0,21.5,12.1,36.0,73.5,1754064000,16,1,8,4,73.6,74.0,75.0,80.8,73.5
2025-08-01 17:00:00,27.5,86.0,1002.6,13.0,232.3,87.0,57.7,25.3,278.0,20.9,12.0,36.0,73.5,1754067600,17,1,8,4,73.5,74.1,74.6,80.8,73.5
2025-08-01 18:00:00,27.2,88.3,1002.6,13.3,238.2,26.0,73.6,29.0,261.0,19.6,11.7,37.0,73.5,1754071200,18,1,8,4,73.5,73.6,74.2,80.8,73.9
2025-08-01 19:00:00,27.0,89.1,1002.4,13.8,236.7,11.0,59.8,25.6,226.0,17.4,10.9,39.0,73.9,1754074800,19,1,8,4,73.5,73.5,74.0,80.8,74.0
2025-08-01 20:00:00,26.9,89.1,1001.9,12.5,249.0,31.0,58.2,24.4,181.0,14.5,9.9,42.0,74.0,1754078400,20,1,8,4,73.9,73.5,74.1,80.8,74.1
2025-08-01 21:00:00,26.6,90.7,1001.2,12.6,256.0,33.0,56.7,23.2,148.0,11.9,9.1,44.0,74.1,1754082000,21,1,8,4,74.0,73.5,73.6,80.8,74.2
2025-08-01 22:00:00,26.5,90.9,1001.0,12.7,263.5,73.0,56.8,22.2,130.0,9.8,8.5,46.0,74.2,1754085600,22,1,8,4,74.1,73.9,73.5,80.8,74.2
2025-08-01 23:00:00,26.6,89.9,1001.0,12.3,259.0,100.0,59.1,21.9,124.0,8.1,8.2,48.0,74.2,1754089200,23,1,8,4,74.2,74.0,73.5,80.8,74.3
2025-08-02 00:00:00,26.5,89.9,1001.0,13.9,255.8,99.0,56.9,20.8,138.0,6.8,7.9,51.0,74.3,1754092800,0,2,8,5,74.2,74.1,73.5,80.8,74.4
2025-08-02 01:00:00,27.4,87.0,1001.4,13.7,246.8,100.0,58.7,20.4,194.0,8.5,8.5,51.0,74.4,1754096400,1,2,8,5,74.3,74.2,73.9,80.3,74.5
2025-08-02 02:00:00,27.6,85.0,1002.0,14.6,249.1,100.0,64.0,21.1,271.0,10.8,9.3,50.0,74.5,1754100000,2,2,8,5,74.4,74.2,74.0,79.8,74.5
2025-08-02 03:00:00,28.0,82.1,1002.3,18.0,247.0,100.0,63.6,20.7,316.0,12.2,10.2,51.0,74.5,1754103600,3,2,8,5,74.5,74.3,74.1,79.3,74.6
2025-08-02 04:00:00,28.4,78.5,1002.7,19.3,249.2,99.0,68.0,20.5,297.0,11.8,11.2,53.0,74.6,1754107200,4,2,8,5,74.5,74.4,74.2,78.6,74.5
2025-08-02 05:00:00,28.8,75.8,1002.7,19.6,247.9,100.0,67.1,20.0,246.0,10.5,12.1,56.0,74.5,1754110800,5,2,8,5,74.6,74.5,74.2,78.0,74.2
2025-08-02 06:00:00,28.8,75.3,1003.0,18.3,243.7,100.0,61.9,19.3,207.0,9.2,12.7,59.0,74.2,1754114400,6,2,8,5,74.5,74.5,74.3,77.4,73.8
2025-08-02 07:00:00,28.7,76.5,1002.9,17.0,241.5,97.0,64.5,19.4,197.0,7.8,12.6,62.0,73.8,1754118000,7,2,8,5,74.2,74.6,74.4,76.7,73.5
2025-08-02 08:00:00,29.4,72.3,1002.0,18.2,241.7,71.0,65.4,19.3,199.0,6.5,12.0,65.0,73.5,1754121600,8,2,8,5,73.8,74.5,74.5,76.2,73.1
2025-08-02 09:00:00,29.9,70.1,1001.1,19.6,242.7,100.0,64.7,19.3,209.0,5.8,11.6,66.0,73.1,1754125200,9,2,8,5,73.5,74.2,74.5,75.5,72.8
2025-08-02 10:00:00,29.6,71.1,1000.7,18.0,241.4,100.0,62.6,19.2,228.0,6.1,11.5,65.0,72.8,1754128800,10,2,8,5,73.1,73.8,74.6,75.0,72.6
2025-08-02 11:00:00,29.5,72.1,1000.4,18.0,237.3,63.0,60.5,19.2,255.0,7.2,11.5,62.0,72.6,1754132400,11,2,8,5,72.8,73.5,74.5,74.6,72.4
2025-08-02 12:00:00,29.2,72.7,1000.2,17.8,240.3,98.0,78.0,23.6,277.0,9.1,11.9,57.0,72.4,1754136000,12,2,8,5,72.6,73.1,74.2,74.2,72.2
2025-08-02 13:00:00,28.9,76.5,1000.9,17.3,231.3,79.0,74.0,23.7,290.0,12.9,11.8,51.0,72.2,1754139600,13,2,8,5,72.4,72.8,73.8,74.0,71.8
2025-08-02 14:00:00,28.5,78.8,1001.3,15.9,228.2,63.0,65.9,23.6,299.0,18.1,11.6,43.0,71.8,1754143200,14,2,8,5,72.2,72.6,73.5,74.1,71.6
2025-08-02 15:00:00,28.0,83.0,1001.8,15.0,230.4,21.0,58.8,23.7,299.0,21.4,11.3,38.0,71.6,1754146800,15,2,8,5,71.8,72.4,73.1,73.6,71.5
2025-08-02 16:00:00,27.8,84.0,1002.4,14.6,231.0,16.0,55.1,23.2,289.0,21.2,11.0,37.0,71.5,1754150400,16,2,8,5,71.6,72.2,72.8,73.5,71.3
2025-08-02 17:00:00,27.5,85.3,1002.9,13.3,237.2,19.0,54.2,22.8,272.0,19.2,10.7,39.0,71.3,1754154000,17,2,8,5,71.5,71.8,72.6,73.5,71.1
2025-08-02 18:00:00,27.5,85.2,1002.9,12.8,244.2,32.0,53.6,22.4,248.0,16.9,10.2,41.0,71.1,1754157600,18,2,8,5,71.3,71.6,72.4,73.5,70.5
2025-08-02 19:00:00,27.1,87.3,1002.6,13.3,251.8,48.0,51.1,21.5,213.0,14.5,9.5,43.0,70.5,1754161200,19,2,8,5,71.1,71.5,72.2,73.9,70.2
2025-08-02 20:00:00,27.0,87.5,1002.0,12.6,260.9,61.0,49.0,20.2,172.0,11.9,8.7,45.0,70.2,1754164800,20,2,8,5,70.5,71.3,71.8,74.0,69.8
2025-08-02 21:00:00,26.8,88.6,1001.7,12.0,260.5,58.0,47.8,19.2,142.0,9.7,8.0,47.0,69.8,1754168400,21,2,8,5,70.2,71.1,71.6,74.1,69.4
2025-08-02 22:00:00,26.8,88.3,1001.4,11.6,257.5,60.0,47.4,18.5,125.0,8.1,7.5,48.0,69.4,1754172000,22,2,8,5,69.8,70.5,71.5,74.2,69.1
2025-08-02 23:00:00,26.6,89.3,1001.5,12.2,261.5,30.0,47.0,18.0,119.0,7.0,7.1,49.0,69.1,1754175600,23,2,8,5,69.4,70.2,71.3,74.2,68.8
2025-08-03 00:00:00,26.5,90.4,1001.8,13.0,264.4,15.0,48.2,18.1,132.0,6.6,7.3,51.0,68.8,1754179200,0,3,8,6,69.1,69.8,71.1,74.3,68.5
2025-08-03 01:00:00,27.4,87.0,1002.2,12.3,254.7,33.0,50.1,18.3,184.0,8.2,8.5,51.0,68.5,1754182800,1,3,8,6,68.8,69.4,70.5,74.4,68.3
2025-08-03 02:00:00,27.6,85.0,1002.5,14.3,253.2,54.0,56.0,19.9,257.0,10.3,10.2,51.0,68.3,1754186400,2,3,8,6,68.5,69.1,70.2,74.5,68.2
2025-08-03 03:00:00,28.2,80.1,1002.7,14.9,250.9,100.0,65.7,21.4,301.0,11.2,11.5,54.0,68.2,1754190000,3,3,8,6,68.3,68.8,69.8,74.5,68.3
2025-08-03 04:00:00,28.9,75.8,1003.3,16.1,250.3,100.0,72.4,22.2,290.0,9.7,12.3,62.0,68.3,1754193600,4,3,8,6,68.2,68.5,69.4,74.6,68.4
2025-08-03 05:00:00,29.2,73.6,1003.6,15.9,243.7,99.0,73.3,22.4,250.0,7.0,12.8,72.0,68.4,1754197200,5,3,8,6,68.3,68.3,69.1,74.5,68.7
2025-08-03 06:00:00,29.5,72.8,1003.4,17.2,240.5,100.0,77.5,23.3,220.0,4.9,12.9,79.0,68.7,1754200800,6,3,8,6,68.4,68.2,68.8,74.2,69.0
2025-08-03 07:00:00,29.6,72.2,1003.2,17.8,239.5,91.0,78.7,23.9,211.0,3.9,12.5,82.0,69.0,1754204400,7,3,8,6,68.7,68.3,68.5,73.8,69.4
2025-08-03 08:00:00,30.0,70.9,1002.6,17.6,235.0,96.0,71.9,22.7,211.0,3.5,11.8,82.0,69.4,1754208000,8,3,8,6,69.0,68.4,68.3,73.5,69.7
2025-08-03 09:00:00,30.2,69.7,1002.2,17.3,230.5,58.0,78.2,23.5,217.0,3.6,11.2,80.0,69.7,1754211600,9,3,8,6,69.4,68.7,68.2,73.1,70.1
2025-08-03 10:00:00,30.2,69.9,1001.8,17.1,230.1,63.0,73.8,22.6,233.0,4.1,11.0,76.0,70.1,1754215200,10,3,8,6,69.7,69.0,68.3,72.8,70.4
2025-08-03 11:00:00,29.9,70.9,1001.5,16.9,227.2,48.0,69.4,21.4,255.0,5.1,10.9,70.0,70.4,1754218800,11,3,8,6,70.1,69.4,68.4,72.6,70.6
2025-08-03 12:00:00,29.5,71.9,1001.5,16.7,226.3,40.0,78.7,23.5,275.0,7.0,11.4,65.0,70.6,1754222400,12,3,8,6,70.4,69.7,68.7,72.4,70.6
2025-08-03 13:00:00,29.2,74.7,1001.9,14.5,218.4,27.0,62.6,19.6,290.0,9.6,12.1,59.0,70.6,1754226000,13,3,8,6,70.6,70.1,69.0,72.2,70.2
2025-08-03 14:00:00,28.2,80.1,1002.6,13.9,220.3,12.0,59.1,19.3,301.0,13.2,13.1,51.0,70.2,1754229600,14,3,8,6,70.6,70.4,69.4,71.8,69.8
2025-08-03 15:00:00,27.9,82.5,1003.0,10.5,229.2,5.0,53.8,19.1,307.0,16.2,13.6,45.0,69.8,1754233200,15,3,8,6,70.2,70.6,69.7,71.6,69.4
2025-08-03 16:00:00,27.6,84.5,1003.8,10.6,225.7,30.0,49.4,19.5,308.0,18.2,13.5,41.0,69.4,1754236800,16,3,8,6,69.8,70.6,70.1,71.5,69.1
2025-08-03 17:00:00,27.6,84.2,1004.4,11.7,222.5,13.0,46.0,19.6,304.0,19.6,12.9,39.0,69.1,1754240400,17,3,8,6,69.4,70.2,70.4,71.3,68.8
2025-08-03 18:00:00,27.4,85.7,1004.7,12.0,231.1,12.0,43.3,18.6,286.0,19.7,12.1,38.0,68.8,1754244000,18,3,8,6,69.1,69.8,70.6,71.1,68.5
2025-08-03 19:00:00,27.2,85.7,1004.6,11.5,239.8,29.0,39.6,17.5,243.0,17.7,11.0,39.0,68.5,1754247600,19,3,8,6,68.8,69.4,70.6,70.5,68.1
2025-08-03 20:00:00,27.0,87.3,1004.6,10.9,249.8,45.0,38.1,16.5,187.0,14.5,9.6,42.0,68.1,1754251200,20,3,8,6,68.5,69.1,70.2,70.2,67.8
2025-08-03 21:00:00,26.6,89.3,1003.9,11.1,256.0,37.0,36.7,15.6,145.0,11.7,8.5,44.0,67.8,1754254800,21,3,8,6,68.1,68.8,69.8,69.8,67.5
2025-08-03 22:00:00,26.5,89.9,1003.6,11.1,261.6,20.0,36.6,15.0,124.0,9.9,7.9,45.0,67.5,1754258400,22,3,8,6,67.8,68.5,69.4,69.4,67.2
2025-08-03 23:00:00,26.5,89.6,1003.5,11.1,261.6,21.0,36.2,14.5,118.0,8.5,7.6,47.0,67.2,1754262000,23,3,8,6,67.5,68.1,69.1,69.1,66.8
2025-08-04 00:00:00,26.3,90.4,1003.9,11.5,268.2,89.0,36.6,14.3,134.0,7.8,7.7,48.0,66.8,1754265600,0,4,8,0,67.2,67.8,68.8,68.8,66.5
2025-08-04 01:00:00,26.9,91.0,1003.7,11.0,266.2,20.0,35.9,14.2,192.0,8.4,8.5,49.0,66.5,1754269200,1,4,8,0,66.8,67.5,68.5,68.5,66.1
2025-08-04 02:00:00,27.2,87.8,1004.0,11.3,262.6,49.0,42.7,15.5,272.0,9.8,9.8,49.0,66.1,1754272800,2,4,8,0,66.5,67.2,68.1,68.3,65.8
2025-08-04 03:00:00,27.9,82.5,1004.3,13.9,256.5,36.0,44.6,16.3,318.0,10.2,10.9,52.0,65.8,1754276400,3,4,8,0,66.1,66.8,67.8,68.2,65.3
2025-08-04 04:00:00,29.0,75.6,1004.8,15.5,252.4,22.0,50.5,17.3,295.0,8.7,11.7,60.0,65.3,1754280000,4,4,8,0,65.8,66.5,67.5,68.3,64.9
2025-08-04 05:00:00,29.8,69.8,1005.0,16.5,248.2,43.0,57.4,18.9,238.0,6.2,12.4,70.0,64.9,1754283600,5,4,8,0,65.3,66.1,67.2,68.4,64.6
2025-08-04 06:00:00,30.1,68.0,1004.8,17.9,245.0,43.0,61.9,19.8,195.0,4.3,12.7,78.0,64.6,1754287200,6,4,8,0,64.9,65.8,66.8,68.7,64.2
2025-08-04 07:00:00,30.5,66.5,1004.6,17.8,237.0,54.0,66.8,21.2,186.0,3.4,12.3,81.0,64.2,1754290800,7,4,8,0,64.6,65.3,66.5,69.0,64.0
2025-08-04 08:00:00,30.5,66.5,1004.3,17.4,230.9,56.0,65.9,21.1,193.0,3.1,11.5,82.0,64.0,1754294400,8,4,8,0,64.2,64.9,66.1,69.4,63.9
2025-08-04 09:00:00,30.6,65.7,1003.8,18.4,231.3,75.0,67.3,21.1,204.0,3.3,10.9,80.0,63.9,1754298000,9,4,8,0,64.0,64.6,65.8,69.7,63.7
2025-08-04 10:00:00,30.4,67.7,1003.4,19.5,232.5,99.0,63.8,20.3,222.0,3.8,10.7,76.0,63.7,1754301600,10,4,8,0,63.9,64.2,65.3,70.1,63.4
2025-08-04 11:00:00,29.7,70.9,1002.9,19.4,233.7,96.0,60.1,19.5,245.0,4.9,10.7,69.0,63.4,1754305200,11,4,8,0,63.7,64.0,64.9,70.4,63.3
2025-08-04 12:00:00,29.5,71.7,1002.7,19.2,233.0,86.0,63.8,20.2,261.0,7.0,10.7,61.0,63.3,1754308800,12,4,8,0,63.4,63.9,64.6,70.6,63.0
2025-08-04 13:00:00,28.7,76.0,1002.9,18.0,230.3,43.0,79.2,24.7,264.0,10.7,10.8,54.0,63.0,1754312400,13,4,8,0,63.3,63.7,64.2,70.6,63.4
2025-08-04 14:00:00,28.0,79.9,1003.2,16.8,241.8,45.0,50.6,18.8,261.0,15.8,10.9,45.0,63.4,1754316000,14,4,8,0,63.0,63.4,64.0,70.2,63.4
2025-08-04 15:00:00,28.0,81.1,1003.5,15.8,239.9,82.0,43.9,19.0,253.0,19.2,10.9,39.0,63.4,1754319600,15,4,8,0,63.4,63.3,63.9,69.8,63.4
2025-08-04 16:00:00,27.8,82.5,1004.4,15.7,242.0,32.0,39.0,18.0,243.0,19.4,10.7,38.0,63.4,1754323200,16,4,8,0,63.4,63.0,63.7,69.4,63.3
2025-08-04 17:00:00,27.5,85.0,1004.7,15.0,251.1,96.0,38.3,17.9,229.0,17.8,10.3,39.0,63.3,1754326800,17,4,8,0,63.4,63.4,63.4,69.1,63.1
2025-08-04 18:00:00,27.3,86.0,1004.7,14.6,253.6,98.0,38.9,17.7,211.0,15.8,9.7,41.0,63.1,1754330400,18,4,8,0,63.3,63.4,63.3,68.8,63.0
2025-08-04 19:00:00,27.0,87.0,1004.3,15.1,254.8,100.0,38.1,17.1,185.0,13.4,8.9,43.0,63.0,1754334000,19,4,8,0,63.1,63.4,63.0,68.5,63.0
2025-08-04 20:00:00,26.8,88.0,1003.8,14.3,252.5,100.0,37.7,16.5,156.0,10.5,7.9,46.0,63.0,1754337600,20,4,8,0,63.0,63.3,63.4,68.1,63.0
2025-08-04 21:00:00,26.6,89.1,1003.2,15.0,251.8,100.0,36.9,15.8,134.0,8.1,7.1,49.0,63.0,1754341200,21,4,8,0,63.0,63.1,63.4,67.8,63.0
2025-08-04 22:00:00,26.5,89.1,1003.0,15.8,255.5,100.0,35.7,15.3,121.0,6.6,6.6,51.0,63.0,1754344800,22,4,8,0,63.0,63.0,63.4,67.5,63.0
2025-08-04 23:00:00,26.5,88.5,1002.9,15.5,261.3,99.0,35.3,15.0,117.0,5.6,6.3,52.0,63.0,1754348400,23,4,8,0,63.0,63.0,63.3,67.2,63.1
2025-08-05 00:00:00,26.3,90.1,1003.1,15.4,264.0,100.0,34.3,14.8,130.0,6.0,6.3,51.0,63.1,1754352000,0,5,8,1,63.0,63.0,63.1,66.8,63.1
2025-08-05 01:00:00,27.1,88.1,1002.7,13.3,261.4,99.0,36.4,15.5,180.0,7.3,7.3,51.0,63.1,1754355600,1,5,8,1,63.1,63.0,63.0,66.5,63.2
2025-08-05 02:00:00,27.3,86.0,1003.2,13.2,259.8,100.0,41.2,17.1,248.0,9.1,8.7,50.0,63.2,1754359200,2,5,8,1,63.1,63.0,63.0,66.1,63.4
2025-08-05 03:00:00,28.0,78.7,1003.7,17.1,252.9,100.0,53.0,19.2,288.0,9.8,9.8,52.0,63.4,1754362800,3,5,8,1,63.2,63.1,63.0,65.8,63.6
2025-08-05 04:00:00,28.6,75.5,1004.2,19.7,251.9,100.0,56.5,19.9,272.0,8.6,10.6,57.0,63.6,1754366400,4,5,8,1,63.4,63.1,63.0,65.3,63.9
2025-08-05 05:00:00,29.4,72.5,1004.4,20.0,247.8,100.0,57.6,20.0,228.0,6.4,11.1,64.0,63.9,1754370000,5,5,8,1,63.6,63.2,63.0,64.9,64.0
2025-08-05 06:00:00,29.6,70.4,1004.2,19.9,244.8,100.0,58.2,20.2,197.0,4.7,11.3,69.0,64.0,1754373600,6,5,8,1,63.9,63.4,63.1,64.6,64.0
2025-08-05 07:00:00,30.0,68.2,1003.7,20.6,244.1,100.0,58.4,20.6,194.0,4.0,11.0,70.0,64.0,1754377200,7,5,8,1,64.0,63.6,63.1,64.2,63.9
2025-08-05 08:00:00,29.8,69.6,1003.4,20.6,242.8,100.0,59.1,21.1,204.0,3.9,10.3,69.0,63.9,1754380800,8,5,8,1,64.0,63.9,63.2,64.0,63.9
2025-08-05 09:00:00,29.5,71.0,1003.1,20.0,237.9,100.0,56.8,20.9,217.0,4.3,9.8,67.0,63.9,1754384400,9,5,8,1,63.9,64.0,63.4,63.9,63.9
2025-08-05 10:00:00,29.3,71.7,1002.9,19.5,236.3,100.0,54.4,20.5,231.0,5.2,9.7,64.0,63.9,1754388000,10,5,8,1,63.9,64.0,63.6,63.7,63.9
2025-08-05 11:00:00,29.1,72.1,1002.5,19.9,235.3,100.0,51.9,20.2,247.0,6.6,9.8,60.0,63.9,1754391600,11,5,8,1,63.9,63.9,63.9,63.4,64.0
2025-08-05 12:00:00,28.9,72.7,1002.3,19.5,231.8,100.0,57.5,21.6,265.0,8.3,9.8,56.0,64.0,1754395200,12,5,8,1,63.9,63.9,64.0,63.3,64.1
2025-08-05 13:00:00,28.4,76.6,1002.5,16.2,226.4,100.0,51.8,21.5,288.0,12.3,10.0,50.0,64.1,1754398800,13,5,8,1,64.0,63.9,64.0,63.0,63.8
2025-08-05 14:00:00,28.0,79.9,1002.7,14.7,234.0,100.0,47.5,21.2,312.0,17.6,10.2,43.0,63.8,1754402400,14,5,8,1,64.1,63.9,63.9,63.4,64.1
2025-08-05 15:00:00,27.8,81.3,1003.1,14.5,233.6,100.0,46.2,22.9,321.0,20.9,10.2,38.0,64.1,1754406000,15,5,8,1,63.8,64.0,63.9,63.4,64.4
2025-08-05 16:00:00,27.5,83.2,1003.7,15.6,236.3,100.0,44.5,22.2,306.0,20.4,10.0,38.0,64.4,1754409600,16,5,8,1,64.1,64.1,63.9,63.4,64.8
2025-08-05 17:00:00,27.3,84.2,1004.4,14.8,238.4,100.0,43.5,21.5,276.0,17.8,9.7,40.0,64.8,1754413200,17,5,8,1,64.4,63.8,63.9,63.3,65.1
2025-08-05 18:00:00,27.1,85.0,1004.5,14.6,239.6,97.0,41.9,20.9,244.0,15.0,9.2,43.0,65.1,1754416800,18,5,8,1,64.8,64.1,64.0,63.1,65.4
2025-08-05 19:00:00,26.7,87.8,1004.3,14.6,241.2,100.0,40.4,20.1,210.0,12.3,8.4,45.0,65.4,1754420400,19,5,8,1,65.1,64.4,64.1,63.0,65.6
2025-08-05 20:00:00,26.7,88.3,1004.0,14.9,246.5,100.0,39.1,19.0,174.0,9.5,7.4,47.0,65.6,1754424000,20,5,8,1,65.4,64.8,63.8,63.0,65.9
2025-08-05 21:00:00,26.4,88.5,1003.3,15.8,250.7,100.0,38.0,18.1,149.0,7.3,6.7,49.0,65.9,1754427600,21,5,8,1,65.6,65.1,64.1,63.0,66.1
2025-08-05 22:00:00,26.3,89.0,1003.2,15.9,254.9,100.0,37.7,17.5,137.0,6.1,6.3,49.0,66.1,1754431200,22,5,8,1,65.9,65.4,64.4,63.0,66.3
2025-08-05 23:00:00,26.3,89.3,1003.0,15.3,261.2,38.0,37.0,17.2,135.0,5.5,6.3,49.0,66.3,1754434800,23,5,8,1,66.1,65.6,64.8,63.0,66.5
2025-08-06 00:00:00,26.1,89.6,1003.3,14.2,261.3,33.0,37.5,17.1,150.0,5.7,6.6,50.0,66.5,1754438400,0,6,8,2,66.3,65.9,65.1,63.1,66.7
2025-08-06 01:00:00,27.0,87.8,1003.1,13.2,255.8,19.0,39.9,17.5,198.0,7.5,7.8,49.0,66.7,1754442000,1,6,8,2,66.5,66.1,65.4,63.1,66.8
2025-08-06 02:00:00,27.3,83.7,1003.7,14.0,249.7,13.0,44.2,19.4,262.0,9.9,9.5,47.0,66.8,1754445600,2,6,8,2,66.7,66.3,65.6,63.2,67.0
2025-08-06 03:00:00,28.1,76.1,1004.1,16.2,253.2,39.0,52.5,20.8,301.0,11.0,10.8,48.0,67.0,1754449200,3,6,8,2,66.8,66.5,65.9,63.4,67.2
2025-08-06 04:00:00,28.8,71.8,1004.5,18.4,248.7,54.0,69.8,24.4,289.0,9.5,11.4,55.0,67.2,1754452800,4,6,8,2,67.0,66.7,66.1,63.6,67.6
2025-08-06 05:00:00,29.1,70.8,1004.8,18.8,243.2,65.0,58.8,21.0,252.0,6.6,11.7,64.0,67.6,1754456400,5,6,8,2,67.2,66.8,66.3,63.9,67.7
2025-08-06 06:00:00,29.2,71.2,1004.7,19.6,242.0,80.0,59.8,21.4,224.0,4.4,11.7,71.0,67.7,1754460000,6,6,8,2,67.6,67.0,66.5,64.0,67.8
2025-08-06 07:00:00,29.8,69.2,1004.6,18.8,237.5,66.0,55.5,20.5,218.0,3.7,11.5,73.0,67.8,1754463600,7,6,8,2,67.7,67.2,66.7,64.0,67.8
2025-08-06 08:00:00,30.0,68.4,1004.1,18.1,233.5,73.0,56.1,21.0,221.0,3.6,11.0,74.0,67.8,1754467200,8,6,8,2,67.8,67.6,66.8,63.9,67.8
2025-08-06 09:00:00,30.1,67.6,1003.3,18.3,231.0,89.0,53.8,20.8,231.0,4.0,10.7,72.0,67.8,1754470800,9,6,8,2,67.8,67.7,67.0,63.9,67.8
2025-08-06 10:00:00,29.5,71.7,1003.0,18.3,231.8,45.0,52.4,20.8,248.0,4.4,10.6,69.0,67.8,1754474400,10,6,8,2,67.8,67.8,67.2,63.9,67.8
2025-08-06 11:00:00,29.6,71.3,1002.8,18.7,232.0,60.0,51.0,20.7,271.0,5.3,10.6,64.0,67.8,1754478000,11,6,8,2,67.8,67.8,67.6,63.9,67.8
2025-08-06 12:00:00,29.0,74.2,1002.8,18.4,229.8,78.0,54.6,21.9,294.0,7.6,10.9,59.0,67.8,1754481600,12,6,8,2,67.8,67.8,67.7,64.0,67.9
2025-08-06 13:00:00,28.6,76.0,1003.3,17.4,227.1,52.0,62.4,24.3,321.0,10.6,11.1,53.0,67.9,1754485200,13,6,8,2,67.8,67.8,67.8,64.1,68.1
2025-08-06 14:00:00,28.0,79.2,1003.7,15.3,232.2,22.0,52.7,22.2,349.0,14.7,11.5,46.0,68.1,1754488800,14,6,8,2,67.9,67.8,67.8,63.8,68.2
2025-08-06 15:00:00,27.5,83.0,1004.1,13.7,229.8,9.0,47.6,22.4,360.0,17.9,11.7,40.0,68.2,1754492400,15,6,8,2,68.1,67.8,67.8,64.1,68.1
2025-08-06 16:00:00,27.2,84.5,1004.5,13.4,229.9,20.0,52.4,24.1,344.0,19.4,11.8,37.0,68.1,1754496000,16,6,8,2,68.2,67.9,67.8,64.4,68.3
2025-08-06 17:00:00,27.1,85.7,1005.1,12.0,231.1,28.0,56.5,25.7,312.0,19.8,11.8,37.0,68.3,1754499600,17,6,8,2,68.1,68.1,67.8,64.8,68.7
2025-08-06 18:00:00,27.0,86.2,1005.0,12.3,240.0,31.0,51.8,24.6,277.0,19.3,11.5,37.0,68.7,1754503200,18,6,8,2,68.3,68.2,67.8,65.1,69.0
2025-08-06 19:00:00,26.7,88.0,1004.7,11.7,252.1,37.0,50.2,23.7,241.0,17.3,10.7,38.0,69.0,1754506800,19,6,8,2,68.7,68.1,67.9,65.4,69.3
