datetime,temp,humidity,pressure,wind_speed,wind_deg,clouds,pm10,pm2_5,co,no2,so2,o3,aqi,unix_time,hour,day,month,weekday,aqi_lag_1,aqi_lag_3,aqi_lag_6,aqi_lag_24,target
2025-09-22 13:00:00,28.5,73.5,1006.6,16.3,243.2,100.0,43.7,18.0,304.0,13.0,12.8,50.0,70.5,1758546000,13,22,9,0,70.7,70.9,71.6,78.4,70.2
2025-09-22 14:00:00,27.9,75.6,1007.0,13.8,243.8,100.0,35.0,17.6,338.0,19.2,12.4,39.0,70.2,1758549600,14,22,9,0,70.5,70.9,71.3,78.0,69.7
2025-09-22 15:00:00,27.5,77.7,1007.3,13.8,244.4,35.0,33.4,17.8,351.0,23.3,11.9,32.0,69.7,1758553200,15,22,9,0,70.2,70.7,71.1,77.6,69.1
2025-09-22 16:00:00,27.2,80.5,1008.0,14.5,252.7,42.0,32.5,17.6,332.0,23.5,11.1,31.0,69.1,1758556800,16,22,9,0,69.7,70.5,70.9,77.3,68.5
2025-09-22 17:00:00,27.0,82.9,1008.4,13.4,263.8,39.0,31.4,17.1,293.0,21.5,10.2,33.0,68.5,1758560400,17,22,9,0,69.1,70.2,70.9,76.9,67.8
2025-09-22 18:00:00,27.0,82.2,1008.5,13.1,268.4,26.0,30.6,16.4,252.0,19.0,9.4,35.0,67.8,1758564000,18,22,9,0,68.5,69.7,70.7,76.5,67.1
2025-09-22 19:00:00,26.8,82.9,1008.3,12.3,266.6,36.0,29.3,15.4,212.0,16.0,8.6,38.0,67.1,1758567600,19,22,9,0,67.8,69.1,70.5,76.0,66.4
2025-09-22 20:00:00,26.6,84.1,1007.8,11.7,267.4,34.0,28.0,14.3,171.0,12.4,7.9,41.0,66.4,1758571200,20,22,9,0,67.1,68.5,70.2,75.5,65.8
2025-09-22 21:00:00,26.5,85.4,1007.6,13.0,272.4,61.0,26.7,13.5,140.0,9.6,7.4,43.0,65.8,1758574800,21,22,9,0,66.4,67.8,69.7,74.9,65.2
2025-09-22 22:00:00,26.2,87.7,1007.2,13.0,275.6,100.0,25.6,12.9,120.0,7.9,7.1,44.0,65.2,1758578400,22,22,9,0,65.8,67.1,69.1,74.4,64.7
2025-09-22 23:00:00,26.1,88.5,1006.9,12.5,277.4,97.0,24.7,12.4,111.0,7.0,6.9,45.0,64.7,1758582000,23,22,9,0,65.2,66.4,68.5,73.9,64.2
2025-09-23 00:00:00,26.1,88.5,1007.0,12.4,278.4,99.0,25.3,12.6,125.0,7.2,7.2,43.0,64.2,1758585600,0,23,9,1,64.7,65.8,67.8,73.5,63.8
2025-09-23 01:00:00,26.5,85.1,1007.1,11.0,271.9,33.0,25.8,13.1,185.0,9.1,8.4,42.0,63.8,1758589200,1,23,9,1,64.2,65.2,67.1,73.3,63.4
2025-09-23 02:00:00,26.5,84.9,1007.6,11.0,269.1,21.0,28.3,15.3,268.0,11.5,10.0,42.0,63.4,1758592800,2,23,9,1,63.8,64.7,66.4,73.1,63.0
2025-09-23 03:00:00,27.5,78.6,1008.0,13.6,263.9,17.0,35.5,16.7,316.0,12.6,11.5,44.0,63.0,1758596400,3,23,9,1,63.4,64.2,65.8,72.8,62.7
2025-09-23 04:00:00,28.6,72.2,1008.5,15.1,261.8,54.0,43.3,17.8,292.0,10.8,12.6,51.0,62.7,1758600000,4,23,9,1,63.0,63.8,65.2,72.6,62.4
2025-09-23 05:00:00,29.3,67.5,1008.5,16.8,257.0,100.0,49.5,19.5,233.0,7.6,13.5,62.0,62.4,1758603600,5,23,9,1,62.7,63.4,64.7,72.2,62.1
2025-09-23 06:00:00,29.0,68.9,1008.4,17.0,248.3,100.0,52.2,20.8,191.0,5.2,13.9,69.0,62.1,1758607200,6,23,9,1,62.4,63.0,64.2,71.9,61.9
2025-09-23 07:00:00,29.3,69.1,1007.9,17.9,243.7,100.0,51.3,20.5,188.0,4.3,13.6,71.0,61.9,1758610800,7,23,9,1,62.1,62.7,63.8,71.6,61.7
2025-09-23 08:00:00,29.2,70.2,1007.1,18.4,237.4,100.0,51.7,20.7,201.0,4.1,12.8,71.0,61.7,1758614400,8,23,9,1,61.9,62.4,63.4,71.3,61.5
2025-09-23 09:00:00,28.6,73.7,1006.4,18.5,236.9,98.0,49.5,20.4,218.0,4.5,12.2,69.0,61.5,1758618000,9,23,9,1,61.7,62.1,63.0,71.1,61.2
2025-09-23 10:00:00,28.8,72.2,1005.8,18.7,238.8,99.0,46.8,19.5,234.0,4.8,11.9,66.0,61.2,1758621600,10,23,9,1,61.5,61.9,62.7,70.9,60.9
2025-09-23 11:00:00,28.4,73.7,1005.2,19.7,237.3,100.0,43.8,18.6,253.0,5.7,11.8,61.0,60.9,1758625200,11,23,9,1,61.2,61.7,62.4,70.9,60.6
2025-09-23 12:00:00,28.0,75.7,1005.1,17.8,245.5,32.0,48.0,21.1,272.0,8.2,12.7,56.0,60.6,1758628800,12,23,9,1,60.9,61.5,62.1,70.7,60.8
2025-09-23 13:00:00,28.2,74.3,1005.5,14.7,244.7,97.0,44.1,20.5,296.0,14.8,12.8,46.0,60.8,1758632400,13,23,9,1,60.6,61.2,61.9,70.5,61.0
2025-09-23 14:00:00,27.9,75.6,1005.8,13.9,241.4,100.0,39.5,21.8,320.0,23.8,12.9,33.0,61.0,1758636000,14,23,9,1,60.8,60.9,61.7,70.2,61.4
2025-09-23 15:00:00,27.6,77.2,1006.4,14.1,241.8,76.0,39.6,22.8,330.0,29.6,12.7,24.0,61.4,1758639600,15,23,9,1,61.0,60.6,61.5,69.7,61.8
2025-09-23 16:00:00,27.4,78.4,1007.0,13.5,247.2,13.0,39.0,22.7,320.0,29.4,11.9,23.0,61.8,1758643200,16,23,9,1,61.4,60.8,61.2,69.1,62.3
2025-09-23 17:00:00,27.1,78.6,1007.6,13.1,257.3,100.0,39.1,22.4,296.0,25.9,10.7,27.0,62.3,1758646800,17,23,9,1,61.8,61.0,60.9,68.5,62.7
2025-09-23 18:00:00,27.0,79.3,1007.2,13.1,254.1,100.0,38.3,21.5,265.0,21.9,9.6,31.0,62.7,1758650400,18,23,9,1,62.3,61.4,60.6,67.8,63.2
2025-09-23 19:00:00,26.9,80.0,1006.8,12.5,249.0,98.0,37.4,20.4,222.0,17.7,8.6,35.0,63.2,1758654000,19,23,9,1,62.7,61.8,60.8,67.1,63.6
2025-09-23 20:00:00,26.5,82.1,1006.3,12.9,252.1,36.0,36.4,19.3,172.0,12.9,7.6,40.0,63.6,1758657600,20,23,9,1,63.2,62.3,61.0,66.4,64.1
2025-09-23 21:00:00,26.2,84.1,1005.7,12.8,256.2,73.0,36.0,18.3,137.0,9.3,7.0,44.0,64.1,1758661200,21,23,9,1,63.6,62.7,61.4,65.8,64.5
2025-09-23 22:00:00,26.1,85.1,1005.5,12.9,257.9,100.0,36.1,17.7,121.0,7.3,6.7,46.0,64.5,1758664800,22,23,9,1,64.1,63.2,61.8,65.2,64.9
2025-09-23 23:00:00,26.2,84.4,1005.2,12.6,260.1,98.0,37.8,17.9,119.0,6.5,6.8,46.0,64.9,1758668400,23,23,9,1,64.5,63.6,62.3,64.7,65.4
2025-09-24 00:00:00,26.2,84.6,1005.2,12.8,261.1,100.0,43.2,19.0,139.0,6.9,7.5,46.0,65.4,1758672000,0,24,9,2,64.9,64.1,62.7,64.2,66.0
2025-09-24 01:00:00,27.4,80.3,1005.4,12.0,250.8,100.0,43.3,19.2,201.0,11.1,8.6,42.0,66.0,1758675600,1,24,9,2,65.4,64.5,63.2,63.8,66.5
2025-09-24 02:00:00,27.4,80.0,1005.5,12.2,252.9,100.0,45.8,21.1,285.0,16.8,10.1,36.0,66.5,1758679200,2,24,9,2,66.0,64.9,63.6,63.4,67.0
2025-09-24 03:00:00,27.8,76.8,1006.1,14.3,256.1,99.0,43.5,22.2,335.0,19.7,11.6,35.0,67.0,1758682800,3,24,9,2,66.5,65.4,64.1,63.0,67.5
2025-09-24 04:00:00,28.1,74.8,1006.4,15.6,256.0,100.0,54.5,21.9,316.0,17.2,13.0,41.0,67.5,1758686400,4,24,9,2,67.0,66.0,64.5,62.7,67.9
2025-09-24 05:00:00,28.4,74.1,1006.5,15.8,251.4,99.0,58.6,22.1,262.0,11.9,14.3,51.0,67.9,1758690000,5,24,9,2,67.5,66.5,64.9,62.4,68.1
2025-09-24 06:00:00,28.6,74.9,1006.3,16.5,242.0,96.0,60.8,22.9,222.0,7.8,15.1,59.0,68.1,1758693600,6,24,9,2,67.9,67.0,65.4,62.1,68.3
2025-09-24 07:00:00,28.9,74.4,1005.7,17.3,237.3,100.0,68.7,25.0,214.0,6.6,14.9,61.0,68.3,1758697200,7,24,9,2,68.1,67.5,66.0,61.9,68.7
2025-09-24 08:00:00,28.5,76.4,1004.8,17.7,235.3,100.0,82.2,28.9,221.0,6.5,14.0,61.0,68.7,1758700800,8,24,9,2,68.3,67.9,66.5,61.7,69.4
2025-09-24 09:00:00,28.5,76.2,1003.8,17.4,231.7,98.0,53.3,20.8,235.0,6.9,13.3,60.0,69.4,1758704400,9,24,9,2,68.7,68.1,67.0,61.5,69.5
2025-09-24 10:00:00,28.9,74.2,1003.3,17.1,230.1,100.0,53.4,20.2,256.0,6.8,13.0,58.0,69.5,1758708000,10,24,9,2,69.4,68.3,67.5,61.2,69.5
2025-09-24 11:00:00,28.4,76.6,1003.3,16.5,225.9,96.0,56.3,20.8,285.0,7.1,12.7,55.0,69.5,1758711600,11,24,9,2,69.5,68.7,67.9,60.9,69.7
2025-09-24 12:00:00,27.9,79.9,1003.4,15.1,231.8,85.0,67.5,23.7,320.0,9.0,13.9,53.0,69.7,1758715200,12,24,9,2,69.5,69.4,68.1,60.6,70.0
2025-09-24 13:00:00,28.1,82.1,1003.7,15.5,232.1,29.0,61.2,23.1,373.0,15.4,13.5,43.0,70.0,1758718800,13,24,9,2,69.7,69.5,68.3,60.8,70.2
2025-09-24 14:00:00,27.5,85.3,1003.7,13.0,228.4,18.0,51.2,23.9,432.0,24.1,13.0,30.0,70.2,1758722400,14,24,9,2,70.0,69.5,68.7,61.0,70.4
2025-09-24 15:00:00,27.4,84.5,1004.2,10.9,229.7,17.0,49.6,24.6,462.0,30.3,12.4,21.0,70.4,1758726000,15,24,9,2,70.2,69.7,69.4,61.4,70.5
2025-09-24 16:00:00,27.3,83.5,1004.8,10.1,245.7,26.0,48.9,24.7,442.0,31.7,11.8,18.0,70.5,1758729600,16,24,9,2,70.4,70.0,69.5,61.8,70.7
2025-09-24 17:00:00,27.0,84.9,1005.3,10.3,250.6,30.0,48.2,24.6,394.0,30.6,11.2,20.0,70.7,1758733200,17,24,9,2,70.5,70.2,69.5,62.3,70.9
2025-09-24 18:00:00,26.8,86.5,1005.2,9.7,254.9,33.0,48.1,24.2,341.0,28.2,10.6,22.0,70.9,1758736800,18,24,9,2,70.7,70.4,69.7,62.7,71.1
2025-09-24 19:00:00,26.5,87.0,1005.1,9.3,254.4,18.0,47.3,23.2,286.0,24.3,9.9,26.0,71.1,1758740400,19,24,9,2,70.9,70.5,70.0,63.2,71.4
2025-09-24 20:00:00,26.2,88.5,1004.6,8.8,254.5,5.0,46.8,22.2,226.0,19.3,9.1,31.0,71.4,1758744000,20,24,9,2,71.1,70.7,70.2,63.6,71.6
2025-09-24 21:00:00,25.9,90.4,1004.3,8.4,260.1,15.0,46.3,21.5,185.0,15.3,8.6,35.0,71.6,1758747600,21,24,9,2,71.4,70.9,70.4,64.1,71.9
2025-09-24 22:00:00,25.7,91.7,1004.0,7.2,267.1,23.0,46.2,21.1,167.0,13.3,8.4,36.0,71.9,1758751200,22,24,9,2,71.6,71.1,70.5,64.5,72.2
2025-09-24 23:00:00,25.5,92.8,1004.0,6.7,268.5,28.0,46.0,20.8,166.0,12.5,8.4,35.0,72.2,1758754800,23,24,9,2,71.9,71.4,70.7,64.9,72.5
2025-09-25 00:00:00,25.5,93.4,1004.2,6.3,266.7,24.0,42.1,19.8,191.0,11.3,8.6,37.0,72.5,1758758400,0,25,9,3,72.2,71.6,70.9,65.4,72.6
2025-09-25 01:00:00,26.0,93.4,1004.5,6.9,277.5,47.0,42.1,20.2,268.0,12.9,9.7,37.0,72.6,1758762000,1,25,9,3,72.5,71.9,71.1,66.0,72.7
2025-09-25 02:00:00,26.1,92.8,1004.8,7.6,298.4,61.0,46.4,23.0,370.0,14.9,11.4,37.0,72.7,1758765600,2,25,9,3,72.6,72.2,71.4,66.5,72.8
2025-09-25 03:00:00,27.0,86.7,1005.6,8.1,290.9,37.0,56.9,24.8,425.0,15.7,13.2,40.0,72.8,1758769200,3,25,9,3,72.7,72.5,71.6,67.0,73.0
2025-09-25 04:00:00,28.5,76.2,1006.4,8.8,265.3,59.0,60.5,24.4,386.0,13.9,15.5,47.0,73.0,1758772800,4,25,9,3,72.8,72.6,71.9,67.5,73.3
2025-09-25 05:00:00,29.5,70.8,1006.2,10.7,243.0,100.0,63.6,24.3,300.0,10.9,18.1,58.0,73.3,1758776400,5,25,9,3,73.0,72.7,72.2,67.9,73.5
2025-09-25 06:00:00,29.8,70.2,1006.3,11.8,233.7,98.0,64.0,25.2,237.0,8.4,19.7,66.0,73.5,1758780000,6,25,9,3,73.3,72.8,72.5,68.1,73.7
2025-09-25 07:00:00,29.7,71.3,1005.8,12.2,228.6,100.0,66.1,25.9,227.0,7.0,19.6,72.0,73.7,1758783600,7,25,9,3,73.5,73.0,72.6,68.3,73.8
2025-09-25 08:00:00,29.7,71.5,1004.9,13.5,228.2,100.0,64.7,25.6,240.0,6.2,18.5,77.0,73.8,1758787200,8,25,9,3,73.7,73.3,72.7,68.7,73.5
2025-09-25 09:00:00,29.5,72.8,1004.0,13.5,228.2,98.0,65.2,25.9,261.0,6.1,17.5,78.0,73.5,1758790800,9,25,9,3,73.8,73.5,72.8,69.4,73.9
2025-09-25 10:00:00,29.6,71.9,1003.7,12.9,225.6,100.0,62.6,24.6,284.0,6.4,17.0,74.0,73.9,1758794400,10,25,9,3,73.5,73.7,73.0,69.5,74.3
2025-09-25 11:00:00,29.1,74.3,1003.8,13.4,221.2,99.0,59.3,23.3,315.0,7.4,16.7,66.0,74.3,1758798000,11,25,9,3,73.9,73.8,73.3,69.5,74.5
2025-09-25 12:00:00,28.8,75.1,1004.1,12.0,228.7,18.0,73.3,28.6,357.0,10.9,17.7,59.0,74.5,1758801600,12,25,9,3,74.3,73.5,73.5,69.7,75.0
2025-09-25 13:00:00,28.6,74.6,1005.0,10.1,231.5,9.0,69.2,28.1,418.0,19.3,17.1,46.0,75.0,1758805200,13,25,9,3,74.5,73.9,73.7,70.0,75.4
2025-09-25 14:00:00,27.9,78.7,1005.2,8.7,237.6,1.0,60.3,29.2,488.0,31.0,16.4,29.0,75.4,1758808800,14,25,9,3,75.0,74.3,73.8,70.2,75.9
2025-09-25 15:00:00,27.5,82.0,1005.8,7.5,232.9,0.0,59.1,30.4,546.0,39.8,15.7,15.0,75.9,1758812400,15,25,9,3,75.4,74.5,73.5,70.4,76.4
2025-09-25 16:00:00,27.2,84.2,1006.1,6.8,230.4,0.0,58.3,31.3,586.0,43.3,15.4,9.0,76.4,1758816000,16,25,9,3,75.9,75.0,73.9,70.5,77.0
2025-09-25 17:00:00,27.0,85.7,1006.7,6.1,256.4,1.0,58.3,32.0,613.0,44.0,15.2,7.0,77.0,1758819600,17,25,9,3,76.4,75.4,74.3,70.7,77.6
2025-09-25 18:00:00,26.5,87.5,1006.8,6.7,285.5,8.0,59.0,33.1,616.0,43.6,14.8,7.0,77.6,1758823200,18,25,9,3,77.0,75.9,74.5,70.9,78.4
2025-09-25 19:00:00,26.2,89.3,1007.0,6.0,306.5,15.0,58.0,33.2,589.0,42.5,13.9,7.0,78.4,1758826800,19,25,9,3,77.6,76.4,75.0,71.1,79.3
2025-09-25 20:00:00,26.0,90.4,1006.5,5.2,301.0,1.0,56.2,31.7,538.0,40.4,12.7,9.0,79.3,1758830400,20,25,9,3,78.4,77.0,75.4,71.4,80.1
2025-09-25 21:00:00,25.6,92.3,1006.3,5.1,309.3,21.0,54.6,30.2,474.0,37.4,11.8,11.0,80.1,1758834000,21,25,9,3,79.3,77.6,75.9,71.6,80.9
2025-09-25 22:00:00,25.4,92.8,1006.1,4.9,306.0,19.0,53.6,29.0,372.0,33.0,11.1,14.0,80.9,1758837600,22,25,9,3,80.1,78.4,76.4,71.9,81.6
2025-09-25 23:00:00,25.2,93.1,1006.3,4.0,327.7,25.0,53.0,28.4,256.0,27.8,10.6,17.0,81.6,1758841200,23,25,9,3,80.9,79.3,77.0,72.2,82.3
2025-09-26 00:00:00,25.0,93.9,1006.8,3.8,349.2,86.0,52.9,27.6,213.0,22.1,9.8,20.0,82.3,1758844800,0,26,9,4,81.6,80.1,77.6,72.5,83.0
2025-09-26 01:00:00,25.9,90.6,1007.0,5.0,304.8,78.0,57.7,28.6,324.0,21.8,10.7,21.0,83.0,1758848400,1,26,9,4,82.3,80.9,78.4,72.6,83.7
2025-09-26 02:00:00,26.0,89.0,1007.5,5.4,306.9,41.0,60.5,31.0,507.0,21.1,12.2,24.0,83.7,1758852000,2,26,9,4,83.0,81.6,79.3,72.7,84.4
2025-09-26 03:00:00,27.3,81.0,1008.1,6.7,306.3,16.0,65.7,31.0,608.0,19.5,14.2,31.0,84.4,1758855600,3,26,9,4,83.7,82.3,80.1,72.8,85.0
2025-09-26 04:00:00,28.8,71.6,1008.4,7.7,287.6,33.0,79.6,32.2,534.0,15.9,17.4,45.0,85.0,1758859200,4,26,9,4,84.4,83.0,80.9,73.0,85.7
2025-09-26 05:00:00,30.1,63.4,1008.4,6.1,258.0,39.0,73.1,30.3,377.0,11.4,21.2,63.0,85.7,1758862800,5,26,9,4,85.0,83.7,81.6,73.3,86.2
2025-09-26 06:00:00,31.1,57.3,1008.1,7.6,225.0,53.0,71.0,30.4,259.0,7.8,23.9,81.0,86.2,1758866400,6,26,9,4,85.7,84.4,82.3,73.5,86.7
2025-09-26 07:00:00,31.6,55.6,1007.5,10.8,223.0,28.0,69.8,31.1,230.0,5.9,24.6,100.0,86.7,1758870000,7,26,9,4,86.2,85.0,83.0,73.7,87.1
2025-09-26 08:00:00,31.9,56.7,1006.3,12.0,223.8,33.0,69.4,32.2,240.0,5.0,24.2,118.0,87.1,1758873600,8,26,9,4,86.7,85.7,83.7,73.8,87.7
2025-09-26 09:00:00,31.7,58.3,1005.5,12.7,226.1,7.0,68.9,33.1,260.0,5.2,23.6,127.0,87.7,1758877200,9,26,9,4,87.1,86.2,84.4,73.5,88.4
2025-09-26 10:00:00,31.0,61.5,1005.0,13.3,229.4,9.0,69.4,33.6,280.0,6.2,23.4,122.0,88.4,1758880800,10,26,9,4,87.7,86.7,85.0,73.9,89.1
2025-09-26 11:00:00,30.2,62.1,1005.2,12.5,230.8,33.0,66.1,32.2,310.0,8.2,23.0,108.0,89.1,1758884400,11,26,9,4,88.4,87.1,85.7,74.3,89.9
2025-09-26 12:00:00,29.4,65.4,1005.4,11.2,233.5,64.0,53.7,27.4,346.0,11.4,23.1,93.0,89.9,1758888000,12,26,9,4,89.1,87.7,86.2,74.5,89.8
2025-09-26 13:00:00,28.2,73.2,1006.3,9.2,241.9,64.0,50.1,25.8,391.0,20.1,21.5,71.0,89.8,1758891600,13,26,9,4,89.9,88.4,86.7,75.0,89.6
2025-09-26 14:00:00,27.5,78.4,1006.7,8.5,248.9,0.0,45.8,27.0,441.0,32.2,19.2,40.0,89.6,1758895200,14,26,9,4,89.8,89.1,87.1,75.4,89.4
2025-09-26 15:00:00,27.1,80.2,1007.5,8.0,251.6,0.0,44.6,26.8,485.0,41.3,17.5,16.0,89.4,1758898800,15,26,9,4,89.6,89.9,87.7,75.9,89.1
2025-09-26 16:00:00,26.9,82.9,1008.1,7.4,251.6,0.0,43.4,27.0,534.0,45.2,17.1,7.0,89.1,1758902400,16,26,9,4,89.4,89.8,88.4,76.4,88.7
2025-09-26 17:00:00,26.5,85.2,1008.9,6.5,263.7,0.0,43.2,27.8,577.0,46.3,17.2,5.0,88.7,1758906000,17,26,9,4,89.1,89.6,89.1,77.0,88.4
2025-09-26 18:00:00,26.1,87.4,1009.0,7.1,290.7,0.0,43.4,28.9,566.0,45.1,16.9,6.0,88.4,1758909600,18,26,9,4,88.7,89.4,89.9,77.6,88.0
2025-09-26 19:00:00,25.7,89.5,1009.2,8.7,310.0,0.0,42.0,28.4,451.0,41.2,15.4,9.0,88.0,1758913200,19,26,9,4,88.4,89.1,89.8,78.4,87.6
2025-09-26 20:00:00,25.5,90.1,1008.9,9.6,308.2,0.0,38.5,25.1,282.0,35.2,13.5,14.0,87.6,1758916800,20,26,9,4,88.0,88.7,89.6,79.3,87.0
2025-09-26 21:00:00,25.4,91.4,1008.3,9.8,315.7,3.0,34.9,21.6,161.0,29.1,11.8,19.0,87.0,1758920400,21,26,9,4,87.6,88.4,89.4,80.1,86.2
2025-09-26 22:00:00,25.1,92.8,1008.3,9.0,317.4,4.0,32.8,19.2,126.0,22.7,10.5,24.0,86.2,1758924000,22,26,9,4,87.0,88.0,89.1,80.9,85.3
2025-09-26 23:00:00,25.0,93.9,1008.3,8.3,310.6,2.0,32.0,17.9,138.0,16.3,9.5,30.0,85.3,1758927600,23,26,9,4,86.2,87.6,88.7,81.6,84.4
2025-09-27 00:00:00,24.8,95.0,1008.6,8.3,310.6,7.0,33.1,17.8,183.0,12.7,9.1,32.0,84.4,1758931200,0,27,9,5,85.3,87.0,88.4,82.3,83.5
2025-09-27 01:00:00,25.4,95.6,1009.0,6.5,316.1,4.0,33.9,18.3,290.0,16.1,10.2,29.0,83.5,1758934800,1,27,9,5,84.4,86.2,88.0,83.0,82.6
2025-09-27 02:00:00,25.4,95.9,1009.4,6.4,312.7,14.0,38.1,22.6,430.0,20.5,11.8,26.0,82.6,1758938400,2,27,9,5,83.5,85.3,87.6,83.7,81.9
2025-09-27 03:00:00,26.5,88.8,1009.7,8.0,304.0,30.0,44.4,24.9,506.0,22.4,14.0,31.0,81.9,1758942000,3,27,9,5,82.6,84.4,87.0,84.4,81.3
2025-09-27 04:00:00,28.4,76.6,1010.1,6.4,302.3,11.0,46.8,24.7,456.0,19.3,17.5,50.0,81.3,1758945600,4,27,9,5,81.9,83.5,86.2,85.0,80.7
2025-09-27 05:00:00,30.5,64.1,1010.0,6.9,289.9,0.0,42.6,22.9,342.0,13.7,21.6,76.0,80.7,1758949200,5,27,9,5,81.3,82.6,85.3,85.7,80.0
2025-09-27 06:00:00,32.2,53.8,1009.5,8.4,278.7,4.0,37.8,21.4,256.0,9.2,24.6,98.0,80.0,1758952800,6,27,9,5,80.7,81.9,84.4,86.2,79.2
2025-09-27 07:00:00,33.2,49.0,1008.7,9.6,265.7,22.0,32.6,19.8,231.0,6.8,25.8,115.0,79.2,1758956400,7,27,9,5,80.0,81.3,83.5,86.7,78.2
2025-09-27 08:00:00,33.8,45.4,1007.8,10.9,260.5,7.0,33.3,21.4,234.0,5.4,25.9,127.0,78.2,1758960000,8,27,9,5,79.2,80.7,82.6,87.1,77.3
2025-09-27 09:00:00,33.8,45.8,1006.7,12.3,254.7,0.0,33.6,22.2,250.0,5.5,25.4,131.0,77.3,1758963600,9,27,9,5,78.2,80.0,81.9,87.7,76.3
2025-09-27 10:00:00,33.1,49.6,1006.3,13.2,250.1,0.0,34.0,22.5,280.0,6.9,24.2,122.0,76.3,1758967200,10,27,9,5,77.3,79.2,81.3,88.4,75.3
2025-09-27 11:00:00,32.0,56.2,1006.4,12.9,251.3,0.0,33.1,21.7,324.0,9.8,22.4,103.0,75.3,1758970800,11,27,9,5,76.3,78.2,80.7,89.1,74.4
2025-09-27 12:00:00,30.5,64.7,1006.6,11.9,252.4,0.0,31.8,21.4,366.0,14.4,23.3,97.0,74.4,1758974400,12,27,9,5,75.3,77.3,80.0,89.9,73.9
2025-09-27 13:00:00,29.0,76.3,1007.2,9.6,258.1,0.0,32.4,21.8,411.0,22.4,21.1,73.0,73.9,1758978000,13,27,9,5,74.4,76.3,79.2,89.8,73.5
2025-09-27 14:00:00,27.8,84.0,1007.5,8.5,257.7,0.0,33.4,23.9,455.0,33.5,17.9,41.0,73.5,1758981600,14,27,9,5,73.9,75.3,78.2,89.6,73.2
2025-09-27 15:00:00,27.2,88.1,1008.1,8.5,265.1,1.0,33.5,23.7,470.0,41.4,15.5,17.0,73.2,1758985200,15,27,9,5,73.5,74.4,77.3,89.4,73.0
2025-09-27 16:00:00,26.9,91.5,1008.6,8.2,256.0,5.0,33.5,23.6,438.0,44.0,14.6,9.0,73.0,1758988800,16,27,9,5,73.2,73.9,76.3,89.1,72.7
2025-09-27 17:00:00,26.8,92.1,1009.0,8.7,275.9,14.0,33.6,24.1,377.0,43.4,14.4,9.0,72.7,1758992400,17,27,9,5,73.0,73.5,75.3,88.7,72.3
2025-09-27 18:00:00,26.5,93.1,1008.9,10.3,286.2,21.0,33.3,24.0,315.0,40.1,13.7,12.0,72.3,1758996000,18,27,9,5,72.7,73.2,74.4,88.4,71.9
2025-09-27 19:00:00,26.1,94.5,1008.7,11.8,298.1,72.0,31.1,21.9,253.0,32.5,11.9,19.0,71.9,1758999600,19,27,9,5,72.3,73.0,73.9,88.0,71.3
2025-09-27 20:00:00,26.0,94.2,1008.3,10.7,304.8,44.0,28.3,19.2,189.0,22.1,9.6,28.0,71.3,1759003200,20,27,9,5,71.9,72.7,73.5,87.6,70.8
2025-09-27 21:00:00,25.8,95.4,1007.6,10.4,303.7,56.0,26.7,17.3,146.0,14.1,7.9,36.0,70.8,1759006800,21,27,9,5,71.3,72.3,73.2,87.0,70.4
2025-09-27 22:00:00,25.6,95.9,1007.3,10.0,304.0,37.0,25.4,16.3,132.0,10.5,7.3,39.0,70.4,1759010400,22,27,9,5,70.8,71.9,73.0,86.2,70.2
2025-09-27 23:00:00,25.5,95.6,1007.3,10.3,299.2,43.0,24.9,15.8,140.0,9.2,7.4,39.0,70.2,1759014000,23,27,9,5,70.4,71.3,72.7,85.3,70.0
2025-09-28 00:00:00,25.5,95.1,1007.4,10.9,296.6,38.0,25.1,16.3,163.0,10.6,8.1,36.0,70.0,1759017600,0,28,9,6,70.2,70.8,72.3,84.4,69.8
2025-09-28 01:00:00,26.4,92.9,1008.0,9.2,287.0,94.0,26.0,17.1,216.0,13.7,8.8,33.0,69.8,1759021200,1,28,9,6,70.0,70.4,71.9,83.5,69.7
2025-09-28 02:00:00,26.7,91.0,1007.9,10.4,288.1,96.0,29.6,20.5,285.0,17.9,10.0,31.0,69.7,1759024800,2,28,9,6,69.8,70.2,71.3,82.6,69.5
2025-09-28 03:00:00,27.9,82.5,1008.2,12.7,295.1,77.0,32.6,21.8,327.0,20.1,12.1,35.0,69.5,1759028400,3,28,9,6,69.7,70.0,70.8,81.9,69.3
2025-09-28 04:00:00,29.5,74.5,1008.0,10.7,300.5,89.0,34.5,22.4,316.0,18.5,16.2,51.0,69.3,1759032000,4,28,9,6,69.5,69.8,70.4,81.3,69.1
2025-09-28 05:00:00,31.1,67.8,1007.6,10.5,297.4,69.0,35.3,22.6,279.0,14.9,21.3,74.0,69.1,1759035600,5,28,9,6,69.3,69.7,70.2,80.7,69.0
2025-09-28 06:00:00,32.5,62.3,1007.1,11.3,294.5,89.0,36.1,23.1,250.0,11.7,24.7,95.0,69.0,1759039200,6,28,9,6,69.1,69.5,70.0,80.0,69.2
2025-09-28 07:00:00,33.5,59.0,1006.3,11.7,289.8,98.0,37.8,25.0,241.0,9.2,25.2,114.0,69.2,1759042800,7,28,9,6,69.0,69.3,69.8,79.2,69.6
2025-09-28 08:00:00,33.9,57.6,1005.2,12.5,281.6,100.0,39.8,26.5,241.0,7.0,24.1,131.0,69.6,1759046400,8,28,9,6,69.2,69.1,69.7,78.2,70.1
